TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,70892,1,0,0,1,0,1,79,9,0,2,2,5,1288.00,1980.00,10,0,0,2,2,0.65,0.70,0,0,0,0.50,0,0,0.40
0,70968,0,0,0,5,1,4,142,4,0,2,7,9,27384.00,51339.00,32,0,0,1,3,0.53,0.58,0,0,1,0.27,0,0,0.78
0,71044,0,0,0,0,,0,6,6,0,1,1,1,974.00,1168.00,1,0,0,1,1,0.83,1.00,0,0,0,1.00,0,0,1.00
0,71104,0,0,0,5,2,5,229,15,0,0,2,14,26784.00,43899.00,26,5,4,5,7,0.61,0.37,3,7,10,0.40,7,9,0.14
1,71125,11,7,0,4,1,4,63,48,0,0,0,2,185.00,4440.00,3,0,0,0,0,0.04,0.67,0,0,1,0.67,7,0,0.00
0,71131,0,0,0,1,3,1,77,2,1,3,7,12,12919.00,15830.00,13,0,0,6,6,0.82,0.93,0,0,0,0.86,0,0,0.58
0,71143,4,4,0,0,9,0,96,10,0,1,1,1,377.00,457.00,2,4,0,1,1,0.82,0.17,0,0,4,0.17,3,0,1.00
0,71157,0,0,0,13,1,15,467,3,1,1,8,19,31790.00,68123.00,26,0,0,8,9,0.47,0.75,0,1,1,0.68,1,1,0.42
1,71297,0,0,0,27,0,31,96,1,1,6,7,6,3700.00,4200.00,8,2,2,2,2,0.88,0.58,0,2,3,0.50,2,2,1.17
0,71327,0,0,0,1,0,1,164,14,0,0,3,8,34931.00,46233.00,18,0,0,5,5,0.76,0.72,0,0,0,0.44,0,0,0.38
0,71368,1,1,0,2,1,0,180,75,0,0,0,2,0.00,5000.00,6,3,1,,,0.00,0.22,0,1,5,0.22,2,1,0.00
0,71388,0,0,0,3,2,3,238,11,0,3,6,10,54413.00,103711.00,20,0,0,2,4,0.52,0.73,0,0,0,0.45,0,0,0.60
0,71438,0,0,0,2,1,0,287,2,1,1,7,10,78664.00,89323.00,26,0,0,7,7,0.88,0.73,0,0,0,0.33,0,0,0.70
0,71464,0,0,0,4,1,4,232,5,0,2,2,7,27602.00,34614.00,14,0,0,3,5,0.80,0.64,0,0,0,0.50,0,0,0.29
0,71514,0,0,0,3,1,11,85,7,0,4,11,6,10003.00,17877.00,21,0,0,1,3,0.56,0.76,0,0,0,0.29,0,0,1.83
0,71522,2,0,0,1,5,3,92,5,0,2,2,1,0.00,0.00,7,2,0,0,0,0.00,0.33,0,0,2,0.11,1,0,2.00
0,71602,0,0,0,0,,0,144,15,0,0,1,6,6856.00,16487.00,11,1,0,0,2,0.42,0.38,2,0,2,0.46,0,1,0.17
1,71616,0,0,0,8,2,9,212,3,1,4,7,18,38146.00,50679.00,29,1,1,7,10,0.75,0.59,1,1,1,0.56,1,1,0.39
0,71653,0,0,0,0,23,0,309,11,0,2,7,13,19771.00,46047.00,21,0,0,1,3,0.43,0.62,3,1,3,0.62,1,1,0.54
0,71730,3,0,0,4,1,5,141,6,0,3,4,10,42296.00,56958.00,21,3,0,3,6,0.74,0.48,2,0,3,0.37,0,1,0.40
0,71780,0,0,0,3,1,0,301,2,2,6,10,13,39937.00,50751.00,14,1,0,9,10,0.79,0.56,2,1,5,0.72,1,2,0.77
0,71921,3,3,0,4,0,1,131,7,0,1,2,7,82461.00,113627.00,8,0,0,4,5,0.73,0.70,0,0,0,0.70,3,0,0.29
1,71971,4,1,0,2,1,0,62,4,0,4,6,7,12916.00,12832.00,5,2,2,4,5,1.01,0.63,0,2,2,0.88,3,2,0.86
0,71984,0,0,0,2,1,1,140,22,0,0,2,5,2514.00,3822.00,6,3,1,3,3,0.66,0.44,3,2,7,0.56,2,4,0.40
0,72010,0,0,0,3,2,5,189,8,0,1,1,8,12301.00,16752.00,11,0,0,3,7,0.73,0.43,1,1,1,0.57,1,1,0.13
0,72015,0,0,0,5,0,3,170,10,0,1,3,12,60398.00,78226.00,26,0,0,6,7,0.77,0.52,1,0,0,0.44,0,0,0.25
1,72045,1,1,0,1,1,1,290,14,0,0,2,13,19762.00,30696.00,19,1,0,5,7,0.64,0.67,1,2,4,0.62,3,2,0.15
0,72229,19,16,0,1,0,4,360,20,0,0,1,3,53.00,952.00,12,0,0,0,0,0.06,0.36,0,3,4,0.21,14,3,0.33
0,72248,2,2,0,8,0,9,47,7,0,7,8,11,8692.00,14318.00,12,0,0,3,8,0.61,0.92,0,0,0,0.92,2,0,0.73
0,72271,1,1,0,6,1,0,35,12,0,1,3,4,1772.00,2048.00,4,0,0,2,2,0.87,0.75,2,0,1,1.00,1,1,0.75
0,72319,0,0,0,5,0,6,20,20,0,0,2,2,40.00,2.00,2,0,0,1,1,,1.00,0,0,0,1.00,0,0,1.00
0,72334,1,1,0,4,1,6,319,6,0,1,1,14,19058.00,32427.00,21,2,1,6,6,0.59,0.56,2,1,4,0.56,2,2,0.07
0,72363,1,1,0,0,17,1,297,7,0,3,4,15,51202.00,83986.00,26,1,0,5,8,0.61,0.68,0,0,0,0.54,1,0,0.27
0,72410,0,0,0,4,1,0,225,2,1,2,7,13,14438.00,44622.00,23,1,1,3,5,0.32,0.38,3,1,4,0.41,1,2,0.54
0,72510,0,0,0,1,5,1,192,15,0,0,1,5,46670.00,60464.00,10,0,0,4,4,0.77,0.50,0,0,0,0.50,0,0,0.20
0,72531,0,0,0,0,11,5,101,4,0,6,10,13,38185.00,54160.00,24,0,0,6,8,0.71,0.73,0,0,1,0.50,0,0,0.77
0,72760,7,5,0,1,1,6,266,14,0,0,4,3,26188.00,28501.00,5,0,0,1,2,0.92,0.50,2,0,1,0.50,4,1,1.33
0,72855,3,3,0,1,2,3,161,5,0,3,10,8,25615.00,45227.00,15,1,0,2,2,0.57,0.63,2,0,2,0.50,3,1,1.25
1,72927,2,1,0,9,0,10,95,14,0,0,2,5,4308.00,6378.00,14,1,0,1,1,0.68,0.25,3,0,2,0.31,1,2,0.40
0,72933,0,0,0,0,10,0,345,8,0,5,6,10,12800.00,56695.00,15,0,0,1,1,0.23,0.71,0,0,0,0.59,0,0,0.60
0,72940,1,0,0,9,0,11,228,3,1,7,9,18,23477.00,49668.00,38,0,0,5,10,0.47,0.63,1,0,0,0.47,0,0,0.50
0,73018,1,1,0,0,7,6,57,20,0,0,1,1,229.00,403.00,4,2,1,0,1,0.57,0.50,0,1,2,0.17,1,1,1.00
0,73045,7,2,0,6,1,4,221,25,0,0,0,6,11207.00,16620.00,22,3,0,2,3,0.67,0.19,3,0,9,0.22,1,0,0.00
0,73084,1,1,0,1,2,0,126,5,0,1,1,4,8053.00,24121.00,7,0,0,1,1,0.33,0.57,0,0,0,0.57,0,0,0.25
0,73094,2,1,0,4,2,12,90,3,1,4,9,8,15035.00,15207.00,11,2,0,4,5,0.99,0.59,0,0,3,0.47,1,0,1.13
0,73114,0,0,0,0,,0,68,29,0,0,0,2,0.00,602.00,1,1,1,,,0.00,0.50,0,1,1,1.00,1,1,0.00
1,73189,2,2,0,0,9,0,268,27,0,0,0,4,15528.00,25818.00,9,0,0,0,1,0.60,0.18,2,0,6,0.36,2,1,0.00
0,73290,0,0,0,0,9,0,181,4,0,4,5,7,18961.00,29247.00,25,0,0,2,3,0.65,0.65,0,0,0,0.23,0,0,0.71
0,73338,0,0,0,2,1,2,144,8,0,2,2,7,16980.00,19769.00,5,2,0,7,7,0.86,0.63,2,0,2,0.88,0,1,0.29
1,73380,0,0,0,2,1,4,234,7,0,1,3,7,13385.00,17474.00,13,1,1,5,5,0.77,0.57,0,1,3,0.50,1,1,0.43
0,73491,0,0,0,1,1,1,361,9,0,3,3,13,16365.00,32705.00,24,0,0,4,5,0.50,0.75,2,0,2,0.54,0,1,0.23
1,73526,0,0,0,6,1,10,130,2,1,1,5,13,52967.00,83586.00,20,2,1,7,9,0.63,0.43,3,1,6,0.43,1,6,0.38
0,73527,0,0,0,3,0,11,293,10,0,1,1,1,,,2,0,0,,,,0.67,0,0,0,0.33,0,0,1.00
1,73604,0,0,0,5,2,4,51,8,0,1,3,5,7204.00,8172.00,7,0,0,4,4,0.88,1.00,0,0,0,0.71,0,0,0.60
0,73771,6,6,0,0,10,0,181,9,0,2,3,8,23319.00,40281.00,18,0,0,2,6,0.58,0.61,0,0,0,0.44,3,0,0.38
0,73846,1,1,0,10,0,7,155,5,0,1,8,15,48969.00,59922.00,23,0,0,10,13,0.82,0.83,0,0,0,0.63,0,0,0.53
0,73875,3,3,0,6,1,4,156,5,0,3,7,9,48905.00,52269.00,18,3,2,7,7,0.94,0.71,0,2,5,0.43,4,2,0.78
1,73907,2,2,0,13,0,20,151,4,0,2,4,3,20403.00,21330.00,8,2,0,2,3,0.96,0.36,2,1,6,0.27,1,2,1.33
0,73973,2,2,0,1,1,2,105,10,0,2,3,4,9072.00,11638.00,7,1,1,3,3,0.78,0.30,2,1,3,0.40,1,2,0.75
0,74161,2,0,0,1,0,1,278,15,0,0,2,6,3815.00,3901.00,12,0,0,4,5,0.98,0.42,2,0,1,0.50,1,1,0.33
0,74162,0,0,0,3,2,0,120,11,0,1,2,6,24219.00,53674.00,12,0,0,1,1,0.45,0.64,0,0,0,0.43,0,0,0.33
0,74177,0,0,0,11,1,4,297,3,1,3,4,9,29563.00,34766.00,17,0,0,3,4,0.85,0.58,0,0,1,0.47,0,0,0.44
0,74246,0,0,0,4,1,3,67,4,0,3,6,7,19069.00,22990.00,12,0,0,2,3,0.83,0.75,0,0,0,0.58,0,0,0.86
0,74354,0,0,0,0,,0,99,7,0,1,2,4,19607.00,32389.00,5,1,0,0,2,0.61,0.67,0,0,1,0.67,0,0,0.50
0,74480,0,0,0,9,0,8,79,3,1,1,2,8,13708.00,21558.00,10,7,4,4,5,0.64,0.24,2,7,9,0.38,7,8,0.25
0,74577,4,2,0,1,1,1,214,1,2,2,2,2,33686.00,34220.00,1,1,0,1,1,0.98,0.00,0,0,2,0.50,0,0,1.00
0,74606,0,0,0,0,8,0,148,6,0,4,4,10,15388.00,46762.00,30,0,0,0,1,0.33,0.42,0,0,0,0.30,0,0,0.40
0,74614,1,0,0,3,0,4,193,7,0,2,3,6,9934.00,14491.00,17,0,0,2,3,0.69,0.53,2,0,4,0.35,0,1,0.50
0,74787,0,0,0,12,0,5,27,3,1,2,3,3,4771.00,13600.00,3,0,0,0,1,0.35,0.60,0,0,0,0.60,0,0,1.00
0,74824,0,0,0,1,2,0,184,27,0,0,0,4,9843.00,10469.00,3,0,0,3,3,0.94,0.60,0,0,0,0.80,0,0,0.00
0,74835,0,0,0,1,5,1,40,2,1,5,10,17,2681.00,36052.00,16,0,0,0,1,0.07,0.79,0,0,0,0.89,0,0,0.59
0,74947,0,0,0,4,0,4,90,4,0,8,23,29,38546.00,90622.00,42,0,0,6,9,0.43,0.83,0,0,0,0.60,0,0,0.79
1,75053,2,1,0,7,0,13,120,8,0,1,3,4,17762.00,23615.00,5,3,0,2,3,0.75,0.63,0,0,3,0.50,0,0,0.75
0,75070,0,0,0,0,7,0,170,4,0,1,4,13,52003.00,75448.00,27,0,0,5,8,0.69,0.52,3,0,1,0.42,0,1,0.31
0,75115,0,0,0,3,1,3,170,2,1,2,5,16,47581.00,105333.00,22,0,0,1,2,0.45,0.67,0,0,0,0.59,0,0,0.31
1,75168,6,4,0,13,1,8,87,4,0,4,4,4,3654.00,3654.00,0,23,6,4,4,1.00,0.00,0,6,23,0.17,9,6,1.00
0,75223,4,0,0,2,1,2,140,6,0,1,2,3,1928.00,3938.00,5,0,0,1,1,0.49,0.67,0,0,1,0.50,1,0,0.67
0,75346,3,3,0,2,1,4,93,16,0,0,1,1,7559.00,14935.00,10,3,0,0,1,0.51,0.38,0,0,3,0.08,3,0,1.00
1,75427,2,2,0,3,3,4,127,6,0,2,2,5,23098.00,28434.00,12,0,0,2,3,0.81,0.50,2,0,1,0.36,2,1,0.40
0,75526,0,0,0,16,0,16,53,5,0,2,4,11,51576.00,67117.00,16,0,0,5,5,0.77,0.94,0,0,0,0.69,0,0,0.36
0,75555,0,0,0,4,1,0,45,11,0,1,1,3,6835.00,10799.00,2,0,0,2,2,0.63,0.67,0,0,0,1.00,0,0,0.33
0,75584,0,0,0,2,2,2,201,11,0,1,2,8,3205.00,3873.00,8,6,6,3,3,0.83,0.36,0,6,7,0.57,6,6,0.25
0,75589,0,0,0,0,7,0,280,7,0,1,2,19,46122.00,81408.00,33,0,0,2,5,0.57,0.77,0,0,0,0.54,0,0,0.11
0,75590,0,0,0,1,1,1,290,13,0,0,1,10,24840.00,37191.00,13,0,0,5,7,0.67,0.46,3,0,1,0.77,0,1,0.10
1,75620,1,1,0,0,7,3,132,7,0,2,2,4,2202.00,2548.00,8,3,3,2,2,0.86,0.33,0,3,4,0.33,4,3,0.50
0,75675,1,1,0,0,15,0,205,6,0,1,1,6,34151.00,37816.00,17,1,0,5,5,0.90,0.55,0,0,5,0.30,0,0,0.17
0,75726,0,0,0,5,0,7,235,7,0,2,3,5,21308.00,28795.00,19,2,0,2,3,0.74,0.36,2,2,5,0.23,2,3,0.60
0,75751,5,2,0,0,8,2,35,8,0,1,1,2,19705.00,21775.00,2,1,1,2,2,0.90,0.67,0,1,1,0.67,5,1,0.50
0,75779,1,0,0,0,23,0,39,7,0,1,4,4,1028.00,1314.00,5,0,0,1,2,0.78,0.71,0,0,0,0.57,1,0,1.00
0,75784,0,0,0,5,2,2,133,8,0,3,5,14,24491.00,60177.00,26,0,0,1,4,0.41,0.74,0,0,0,0.52,0,0,0.36
0,75963,0,0,0,2,1,1,269,9,0,1,1,9,67001.00,70850.00,22,0,0,6,6,0.95,0.64,0,0,0,0.32,0,0,0.11
0,76055,0,0,0,0,7,0,252,7,0,1,4,23,75860.00,109104.00,30,0,0,11,13,0.70,0.81,0,0,0,0.72,0,0,0.17
1,76143,2,2,0,2,1,4,42,4,0,4,10,3,1633.00,2002.00,6,3,1,2,2,0.82,0.33,3,3,3,0.20,5,3,3.33
0,76173,0,0,0,4,3,4,92,4,0,7,14,21,30344.00,77267.00,37,0,0,3,5,0.39,0.66,0,0,0,0.55,0,0,0.67
0,76175,0,0,0,0,,0,73,3,1,3,7,12,14512.00,38306.00,15,0,0,1,4,0.38,0.88,0,0,0,0.71,0,0,0.58
0,76297,1,0,0,3,1,1,262,12,0,1,2,16,11678.00,19257.00,25,0,0,5,8,0.61,0.32,3,0,5,0.57,0,2,0.13
1,76605,0,0,0,5,2,3,177,4,0,4,7,15,46361.00,58822.00,25,0,0,10,11,0.79,0.58,0,0,0,0.58,0,0,0.47
0,77010,0,0,0,0,12,0,221,8,0,4,5,9,11699.00,25668.00,23,0,0,3,3,0.46,0.58,0,0,0,0.38,0,0,0.56
0,77035,0,0,0,4,1,0,232,5,0,3,6,19,15352.00,67347.00,25,0,0,2,3,0.23,0.71,0,0,0,0.68,0,0,0.32
0,77046,0,0,0,1,1,1,142,20,0,0,2,5,3508.00,8296.00,14,0,0,0,1,0.42,0.38,0,0,0,0.31,0,0,0.40
0,77064,4,3,0,9,1,9,35,4,0,2,4,6,16455.00,20412.00,6,0,0,5,5,0.81,1.00,0,0,0,1.00,2,0,0.67
1,77067,4,2,0,2,1,5,96,10,0,1,4,4,12377.00,13942.00,8,0,0,1,1,0.89,0.56,2,0,4,0.44,2,1,1.00
0,77240,0,0,0,0,12,3,108,12,0,1,1,3,0.00,3000.00,9,0,0,,,0.00,0.30,0,0,0,0.30,0,0,0.33
0,77303,9,7,0,0,7,2,107,7,0,1,1,1,11106.00,11596.00,3,2,1,1,1,0.96,0.20,0,1,3,0.20,8,1,1.00
0,77317,4,4,0,18,0,24,54,2,1,1,7,8,11129.00,27557.00,21,1,1,1,4,0.40,0.46,0,2,2,0.33,5,2,0.88
0,77367,0,0,0,3,2,0,260,12,0,1,1,7,11979.00,27696.00,13,0,0,3,4,0.43,0.71,1,0,2,0.50,0,0,0.14
0,77390,0,0,0,5,0,4,62,4,0,1,1,3,1331.00,3678.00,3,0,0,1,1,0.36,1.00,0,0,0,1.00,0,0,0.33
0,77416,0,0,0,1,6,1,59,6,0,5,10,5,10218.00,13218.00,12,0,0,2,4,0.77,0.92,0,0,0,0.38,0,0,2.00
0,77433,1,0,0,5,1,4,66,2,1,3,4,3,959.00,959.00,7,1,1,1,1,1.00,0.67,0,1,2,0.33,1,1,1.33
1,77481,5,5,0,10,0,6,172,17,0,0,2,15,69466.00,85725.00,9,11,8,10,10,0.81,0.07,3,12,19,0.54,14,13,0.13
0,77509,0,0,0,0,10,0,248,6,0,2,4,5,6450.00,6659.00,7,0,0,4,4,0.97,0.60,0,0,0,0.50,0,0,0.80
0,77530,0,0,0,0,23,1,130,2,1,4,8,12,30659.00,76638.00,23,0,0,2,3,0.40,0.75,0,0,0,0.50,0,0,0.67
0,77725,1,1,0,1,0,2,258,15,0,0,2,4,39639.00,51668.00,13,0,0,2,2,0.77,0.62,2,0,1,0.31,1,1,0.50
0,77749,0,0,0,1,1,3,156,5,0,1,2,2,8277.00,22492.00,4,0,0,0,0,0.37,0.25,0,0,0,0.25,0,0,1.00
0,77773,0,0,0,2,1,0,173,6,0,3,4,5,33848.00,35580.00,9,0,0,3,3,0.95,0.54,0,0,0,0.38,0,0,0.80
1,77809,5,3,0,4,1,2,89,10,0,1,1,2,0.00,0.00,2,4,1,0,0,0.00,0.17,0,2,5,0.33,4,2,0.50
0,77846,2,2,0,0,12,3,91,4,0,2,6,1,535.00,684.00,13,0,0,1,1,0.78,0.62,0,0,0,0.08,1,0,6.00
1,77875,0,0,0,2,0,2,136,10,0,1,3,6,23070.00,44438.00,25,0,0,2,3,0.52,0.38,0,0,0,0.23,0,0,0.50
0,77907,0,0,0,0,12,2,267,13,0,0,1,7,4274.00,6354.00,10,5,2,2,2,0.67,0.13,0,5,8,0.47,5,5,0.14
0,78078,0,0,0,7,3,3,157,3,1,3,8,13,22575.00,38674.00,18,0,0,4,5,0.58,0.60,0,0,0,0.65,0,0,0.62
0,78092,0,0,0,0,10,0,163,15,0,0,1,4,12181.00,12733.00,5,0,0,4,4,0.96,0.45,0,0,0,0.36,0,0,0.25
0,78159,5,5,0,2,1,5,139,6,0,2,4,6,13234.00,15246.00,23,1,0,3,4,0.87,0.40,1,0,1,0.24,1,0,0.67
1,78180,0,0,0,2,0,0,67,11,0,1,2,6,32187.00,38248.00,15,0,0,5,5,0.84,0.63,1,0,0,0.38,0,0,0.33
1,78256,1,1,0,5,2,12,137,4,0,3,4,6,63321.00,43221.00,14,1,0,4,5,1.47,0.24,0,0,1,0.29,0,0,0.67
1,78271,11,9,0,7,1,14,75,3,1,2,4,5,8979.00,8698.00,8,6,2,3,3,1.03,0.12,1,3,7,0.29,11,3,0.80
0,78388,0,0,0,3,1,4,11,7,0,2,2,2,0.00,0.00,2,0,0,,,0.00,1.00,0,0,0,1.00,0,0,1.00
1,78410,2,2,0,0,11,4,139,6,0,2,6,5,24016.00,27120.00,10,2,1,2,3,0.89,0.62,0,1,4,0.38,3,1,1.20
0,78530,0,0,0,1,2,0,150,2,1,4,6,10,39509.00,49946.00,27,0,0,3,3,0.79,0.43,3,0,4,0.29,0,0,0.60
1,78541,0,0,0,1,1,1,138,2,1,2,2,4,9849.00,13241.00,6,0,0,2,3,0.74,0.57,0,0,0,0.57,0,0,0.50
0,78577,0,0,0,1,3,7,111,14,0,0,3,2,1124.00,1890.00,13,1,0,0,1,0.59,0.25,1,2,4,0.13,2,2,1.50
0,78601,3,0,0,1,6,5,295,6,0,1,3,9,24836.00,43372.00,24,1,0,0,2,0.57,0.38,2,0,4,0.35,1,1,0.33
0,78626,0,0,0,2,0,6,128,5,0,3,5,8,15747.00,26960.00,10,4,3,2,3,0.58,0.29,0,6,7,0.47,6,6,0.63
0,78644,0,0,0,5,0,2,162,2,1,2,4,9,23081.00,32088.00,14,0,0,4,5,0.72,0.44,0,0,1,0.56,0,0,0.44
0,78662,0,0,0,5,1,2,114,5,0,2,3,11,17092.00,53894.00,19,0,0,0,2,0.32,0.62,0,0,0,0.52,0,0,0.27
0,78723,0,0,0,2,1,1,189,4,0,7,7,9,9616.00,11620.00,8,0,0,7,7,0.83,0.89,0,0,0,1.00,0,0,0.78
0,78734,0,0,0,1,4,1,112,25,0,0,0,5,3570.00,5261.00,12,2,1,2,3,0.68,0.50,0,1,3,0.36,1,1,0.00
0,78773,1,1,0,0,7,1,9,1,1,2,2,2,2535.00,3802.00,1,0,0,0,1,0.67,0.50,0,0,0,1.00,0,0,1.00
0,78839,0,0,0,2,2,1,217,6,0,3,10,24,42403.00,88390.00,42,0,0,5,8,0.48,0.50,3,0,0,0.48,0,0,0.42
0,79028,0,0,0,11,1,15,123,3,2,3,9,18,6070.00,20559.00,25,1,1,3,4,0.30,0.61,0,1,1,0.58,1,1,0.50
0,79155,0,0,0,1,1,1,249,2,1,1,2,11,32592.00,35070.00,28,0,0,8,8,0.93,0.55,0,0,0,0.38,0,0,0.18
0,79158,5,5,0,11,1,7,113,11,0,2,2,2,803.00,1458.00,2,0,0,0,1,0.55,0.67,0,0,0,0.67,1,0,1.00
0,79212,0,0,0,1,1,2,276,4,0,3,3,5,33469.00,57212.00,13,0,0,2,3,0.59,0.43,0,0,3,0.36,0,0,0.60
0,79228,4,1,0,1,0,10,133,12,0,1,2,2,32870.00,34208.00,9,1,0,1,2,0.96,0.30,0,0,1,0.20,1,0,1.00
0,79238,2,2,0,3,1,1,157,6,0,1,4,12,27557.00,37554.00,18,0,0,7,8,0.73,0.72,1,0,3,0.67,0,0,0.33
0,79267,0,0,0,3,0,2,201,12,0,1,3,8,1241.00,14388.00,13,2,1,0,0,0.09,0.25,3,3,5,0.50,3,5,0.38
0,79275,0,0,0,2,3,0,210,3,1,2,2,4,855.00,1510.00,6,0,0,1,1,0.57,0.83,0,0,0,0.67,0,0,0.50
0,79303,0,0,0,5,0,3,243,11,0,1,3,23,38709.00,117131.00,34,0,0,1,5,0.33,0.81,0,0,0,0.64,0,0,0.13
0,79333,0,0,0,5,1,3,240,10,0,1,2,11,8070.00,46329.00,17,1,0,1,1,0.17,0.79,2,0,2,0.58,0,1,0.18
0,79368,0,0,0,4,0,6,255,17,0,0,1,17,27474.00,44572.00,25,0,0,8,13,0.62,0.72,3,0,0,0.68,0,0,0.06
0,79400,0,0,0,0,9,0,130,23,0,0,1,8,12029.00,24006.00,12,1,1,2,4,0.50,0.71,0,1,1,0.57,1,1,0.13
0,79454,0,0,0,3,1,3,291,19,0,0,1,18,34328.00,40339.00,22,0,0,11,11,0.85,0.75,0,0,0,0.75,0,0,0.06
0,79463,0,0,0,14,1,6,95,2,4,6,7,9,29239.00,30664.00,4,1,0,5,7,0.95,0.44,0,1,1,1.00,1,1,0.78
0,79474,0,0,0,3,0,2,265,24,0,0,1,12,9764.00,33486.00,24,0,0,2,3,0.29,0.68,0,0,0,0.48,0,0,0.08
0,79685,0,0,0,2,3,3,170,7,0,2,5,7,17059.00,18506.00,10,0,0,5,5,0.92,0.58,1,0,0,0.58,0,0,0.71
0,79733,0,0,0,4,1,4,359,4,0,1,3,10,3887.00,38896.00,15,0,0,1,1,0.10,0.69,0,0,0,0.63,0,0,0.30
0,79749,0,0,0,0,13,1,257,4,0,4,6,9,11781.00,17315.00,17,0,0,3,4,0.68,0.72,0,0,0,0.50,0,0,0.67
0,79773,0,0,0,0,10,0,87,16,0,0,3,10,24432.00,52656.00,15,0,0,0,2,0.46,0.73,0,0,0,0.67,0,0,0.30
0,79824,0,0,0,1,4,1,128,4,0,2,4,8,38229.00,47149.00,16,0,0,4,5,0.81,0.56,0,0,0,0.50,0,0,0.50
0,79826,6,5,0,3,0,3,22,22,0,0,1,1,401.00,617.00,1,0,0,0,1,0.65,1.00,0,0,0,1.00,4,0,1.00
1,79865,2,0,0,10,3,13,111,5,0,6,10,5,20284.00,21746.00,10,2,2,4,4,0.93,0.56,0,2,2,0.28,2,2,2.00
0,79892,0,0,0,1,2,0,234,2,1,1,3,17,8417.00,40511.00,27,0,0,3,5,0.21,0.64,0,0,1,0.61,0,0,0.18
0,79943,0,0,0,0,,0,229,23,0,0,2,9,17872.00,29360.00,22,0,0,2,3,0.61,0.45,0,0,0,0.41,0,0,0.22
0,79963,0,0,0,1,1,0,82,6,0,4,8,10,16991.00,19597.00,15,0,0,6,6,0.87,0.87,0,0,1,0.67,0,0,0.80
0,80011,0,0,0,0,,0,84,20,0,0,1,2,1057.00,2000.00,4,0,0,0,1,0.53,0.50,0,0,1,0.50,0,0,0.50
0,80088,0,0,0,8,0,6,138,4,0,2,7,15,22588.00,32322.00,19,1,0,7,10,0.70,0.80,0,0,1,0.75,0,0,0.47
0,80094,0,0,0,0,13,0,133,29,0,0,0,5,1160.00,19818.00,7,0,0,0,0,0.06,0.86,0,0,0,0.71,0,0,0.00
0,80095,2,1,0,1,1,2,119,13,0,0,5,7,10413.00,14347.00,10,0,0,4,4,0.73,0.90,0,0,1,0.70,0,0,0.71
0,80113,1,1,0,0,17,0,104,2,1,1,3,9,27132.00,50987.00,17,0,0,1,2,0.53,0.28,2,2,3,0.50,2,3,0.33
0,80186,0,0,0,0,7,1,167,11,0,1,3,6,13990.00,21462.00,7,0,0,1,2,0.65,0.71,2,0,2,0.86,0,1,0.50
0,80220,0,0,0,0,,0,10,5,0,5,5,4,8936.00,10567.00,4,0,0,3,3,0.85,0.80,0,0,0,0.80,0,0,1.25
1,80234,0,0,0,0,,0,227,22,0,0,1,3,4538.00,7486.00,3,0,0,2,3,0.61,0.20,1,1,1,0.60,1,1,0.33
0,80308,0,0,0,1,2,3,226,10,0,1,1,12,50071.00,58744.00,24,6,3,4,6,0.85,0.28,3,6,11,0.33,6,8,0.08
0,80331,0,0,0,1,0,1,286,12,0,1,1,20,27370.00,41241.00,22,1,1,6,13,0.66,0.79,0,1,1,0.83,1,1,0.05
0,80371,0,0,0,1,1,2,186,11,0,1,1,10,36251.00,61452.00,19,0,0,4,6,0.59,0.33,3,0,0,0.48,0,0,0.10
1,80373,2,2,0,0,,0,171,130,0,0,0,2,3085.00,3085.00,3,3,2,1,1,1.00,0.00,2,2,4,0.25,4,3,0.00
0,80378,0,0,0,0,,0,50,4,0,1,2,5,10661.00,13713.00,4,2,1,2,4,0.78,0.67,0,2,2,0.83,2,2,0.40
0,80467,0,0,0,0,13,0,99,25,0,0,0,1,11399.00,12652.00,4,0,0,1,1,0.90,0.50,0,0,1,0.25,0,0,0.00
0,80490,2,2,0,1,1,0,101,17,0,0,2,10,17117.00,20839.00,2,5,2,6,7,0.82,0.17,3,2,5,0.83,4,5,0.20
0,80505,4,4,0,2,1,3,218,4,0,2,4,6,14251.00,15952.00,12,0,0,3,5,0.89,0.67,0,0,3,0.50,4,0,0.67
0,80526,2,1,0,4,1,5,80,11,0,1,5,4,25059.00,18118.00,6,0,0,3,3,1.38,0.50,0,0,0,0.50,2,0,1.25
0,80560,0,0,0,4,0,7,61,2,1,5,12,12,21970.00,33998.00,16,0,0,3,3,0.65,0.89,0,0,0,0.67,0,0,1.00
1,80754,2,1,0,2,1,1,135,6,0,1,1,3,8779.00,13422.00,4,2,2,1,2,0.65,0.43,0,2,2,0.43,3,2,0.33
0,80794,0,0,0,0,23,0,142,12,0,1,3,6,3773.00,8471.00,9,0,0,1,2,0.45,0.67,0,0,1,0.67,0,0,0.50
0,80807,0,0,0,2,1,2,84,4,0,4,9,9,548.00,25398.00,11,0,0,0,0,0.02,0.82,0,0,0,0.82,0,0,1.00
